net,length_um
_3016_,13.12µm
u_write_arbiter.aw_buf_prot\[3\],13.12µm
u_write_arbiter.w_buf_data\[105\],13.12µm
_1769_,13.1µm
u_write_arbiter.w_buf_data\[101\],13.1µm
_1244_,13.08µm
_3070_,13.08µm
s_axi_awaddr[11],13.08µm
m_axi_araddr[32],13.06µm
m_axi_araddr[6],13.06µm
_0243_,13.04µm
_0935_,13.04µm
_1758_,13.04µm
m_axi_awaddr[25],13.02µm
_1762_,13µm
_2887_,12.96µm
_2356_,12.94µm
m_axi_rdata[55],12.94µm
_1775_,12.92µm
_2274_,12.92µm
u_write_arbiter.w_buf_data\[30\],12.92µm
net257,12.9µm
_0763_,12.88µm
_1346_,12.88µm
_1576_,12.88µm
_1794_,12.88µm
_2594_,12.86µm
m_axi_awaddr[44],12.86µm
s_axi_awaddr[36],12.86µm
s_axi_awaddr[44],12.86µm
s_axi_awaddr[45],12.86µm
u_write_arbiter.w_buf_data\[114\],12.845µm
_1355_,12.84µm
net334,12.84µm
_1112_,12.82µm
_2194_,12.82µm
s_axi_araddr[101],12.82µm
s_axi_araddr[6],12.82µm
s_axi_araddr[71],12.82µm
s_axi_awaddr[29],12.82µm
s_axi_awaddr[77],12.82µm
s_axi_wdata[13],12.82µm
s_axi_wdata[15],12.82µm
s_axi_wdata[90],12.82µm
u_write_arbiter.aw_buf_addr\[1\],12.8µm
u_read_arbiter.u_read_qos.age_m3\[2\],12.76µm
u_write_arbiter.aw_buf_addr\[109\],12.76µm
u_write_arbiter.w_buf_valid\[0\],12.76µm
_1444_,12.74µm
s_axi_awaddr[10],12.74µm
s_axi_awaddr[12],12.74µm
u_write_arbiter.aw_buf_prot\[9\],12.74µm
_2263_,12.72µm
_0579_,12.7µm
net65,12.7µm
net808,12.68µm
_2467_,12.66µm
u_write_arbiter.w_buf_data\[29\],12.66µm
clknet_leaf_42_aclk,12.66µm
_1379_,12.64µm
_2818_,12.62µm
_2897_,12.62µm
_2954_,12.62µm
u_read_arbiter.u_read_qos.m0_burst_count\[1\],12.62µm
u_write_arbiter.w_buf_data\[35\],12.62µm
net858,12.62µm
net972,12.62µm
_0005_,12.6µm
_1550_,12.58µm
u_write_arbiter.w_buf_data\[39\],12.58µm
u_write_arbiter.w_buf_data\[5\],12.58µm
_2068_,12.56µm
_1042_,12.54µm
_3089_,12.54µm
u_write_arbiter.aw_buf_addr\[76\],12.54µm
u_write_arbiter.w_buf_data\[1\],12.54µm
_2442_,12.52µm
u_write_arbiter.u_write_qos.age_m3\[2\],12.52µm
u_write_arbiter.aw_buf_prot\[4\],12.46µm
s_axi_awaddr[26],12.4µm
s_axi_awaddr[47],12.4µm
s_axi_awaddr[87],12.4µm
s_axi_awaddr[9],12.4µm
s_axi_wdata[126],12.4µm
s_axi_wdata[35],12.4µm
s_axi_wdata[51],12.4µm
u_write_arbiter.aw_buf_addr\[48\],12.4µm
cfg_master0_burst_limit[1],12.36µm
m_axi_arready[0],12.36µm
m_axi_rdata[11],12.36µm
m_axi_rdata[12],12.36µm
m_axi_rdata[13],12.36µm
m_axi_rdata[36],12.36µm
m_axi_rdata[41],12.36µm
m_axi_rdata[42],12.36µm
m_axi_rdata[43],12.36µm
m_axi_rdata[46],12.36µm
m_axi_rdata[51],12.36µm
m_axi_rdata[56],12.36µm
m_axi_rdata[63],12.36µm
m_axi_rdata[6],12.36µm
s_axi_araddr[0],12.36µm
s_axi_araddr[113],12.36µm
s_axi_araddr[115],12.36µm
s_axi_araddr[17],12.36µm
s_axi_araddr[2],12.36µm
s_axi_araddr[3],12.36µm
s_axi_araddr[48],12.36µm
s_axi_araddr[4],12.36µm
s_axi_araddr[62],12.36µm
s_axi_araddr[64],12.36µm
s_axi_araddr[66],12.36µm
s_axi_araddr[68],12.36µm
s_axi_araddr[70],12.36µm
s_axi_araddr[76],12.36µm
s_axi_araddr[8],12.36µm
s_axi_awaddr[48],12.36µm
s_axi_wdata[101],12.36µm
s_axi_wdata[102],12.36µm
s_axi_wdata[109],12.36µm
s_axi_wdata[10],12.36µm
s_axi_wdata[119],12.36µm
s_axi_wdata[69],12.36µm
s_axi_wdata[81],12.36µm
s_axi_wdata[89],12.36µm
s_axi_wdata[97],12.36µm
s_axi_wdata[98],12.36µm
u_write_arbiter.aw_buf_addr\[90\],12.36µm
u_write_arbiter.aw_buf_addr\[120\],12.34µm
u_write_arbiter.w_buf_data\[72\],12.32µm
u_write_arbiter.aw_buf_addr\[61\],12.3µm
net279,12.3µm
s_axi_wdata[63],12.28µm
_1884_,12.24µm
_2644_,12.24µm
_3083_,12.22µm
_1948_,12.2µm
_2210_,12.2µm
_2757_,12.2µm
u_write_arbiter.w_buf_data\[21\],12.2µm
s_axi_rdata[120],12.19µm
u_read_arbiter.u_read_qos.budget_2\[0\],12.19µm
_0649_,12.18µm
_2736_,12.18µm
net158,12.18µm
s_axi_rdata[34],12.17µm
_2466_,12.16µm
_0469_,12.12µm
_0893_,12.12µm
_2323_,12.12µm
_2414_,12.12µm
u_write_arbiter.aw_buf_addr\[104\],12.12µm
u_write_arbiter.w_buf_data\[108\],12.12µm
_0644_,12.1µm
_1960_,12.1µm
_2150_,12.1µm
_1190_,12.08µm
_2116_,12.04µm
_0551_,12.02µm
s_axi_wdata[95],12.02µm
m_axi_rvalid[1],11.99µm
_2794_,11.94µm
s_axi_awaddr[103],11.94µm
s_axi_awaddr[104],11.94µm
s_axi_awaddr[15],11.94µm
s_axi_awaddr[90],11.94µm
_2965_,11.92µm
cfg_master0_burst_limit[5],11.9µm
s_axi_araddr[106],11.9µm
s_axi_araddr[108],11.9µm
s_axi_araddr[40],11.9µm
s_axi_araddr[46],11.9µm
s_axi_awaddr[80],11.9µm
s_axi_wdata[106],11.9µm
s_axi_wdata[110],11.9µm
s_axi_wdata[112],11.9µm
s_axi_wdata[114],11.9µm
s_axi_wdata[116],11.9µm
s_axi_wdata[117],11.9µm
s_axi_wdata[118],11.9µm
s_axi_wdata[120],11.9µm
s_axi_wdata[14],11.9µm
s_axi_wdata[20],11.9µm
s_axi_wdata[21],11.9µm
s_axi_wdata[22],11.9µm
s_axi_wdata[24],11.9µm
s_axi_wdata[28],11.9µm
s_axi_wdata[31],11.9µm
s_axi_wdata[33],11.9µm
s_axi_wdata[39],11.9µm
s_axi_wdata[44],11.9µm
s_axi_wdata[48],11.9µm
s_axi_wdata[54],11.9µm
s_axi_wdata[56],11.9µm
s_axi_wdata[66],11.9µm
s_axi_wdata[73],11.9µm
s_axi_wdata[78],11.9µm
s_axi_wdata[83],11.9µm
s_axi_wdata[94],11.9µm
net605,11.9µm
_0821_,11.88µm
_1688_,11.88µm
_1081_,11.86µm
u_write_arbiter.w_buf_data\[31\],11.86µm
_1192_,11.85µm
_0257_,11.84µm
_2439_,11.84µm
u_write_arbiter.w_buf_data\[126\],11.84µm
net857,11.84µm
_0155_,11.82µm
net274,11.8µm
_2363_,11.78µm
_2622_,11.78µm
_2851_,11.78µm
s_axi_wdata[124],11.78µm
u_write_arbiter.aw_buf_addr\[105\],11.76µm
_0081_,11.74µm
_1695_,11.74µm
u_write_arbiter.w_buf_data\[124\],11.74µm
u_write_arbiter.w_buf_data\[22\],11.74µm
_1663_,11.72µm
_1312_,11.7µm
_2430_,11.7µm
m_axi_awaddr[31],11.7µm
m_axi_awaddr[43],11.7µm
m_axi_awaddr[63],11.7µm
u_write_arbiter.aw_buf_prot\[8\],11.7µm
m_axi_wstrb[4],11.69µm
s_axi_wstrb[15],11.69µm
_1656_,11.68µm
_1778_,11.68µm
m_axi_araddr[16],11.68µm
m_axi_araddr[34],11.68µm
_1196_,11.66µm
u_write_arbiter.aw_buf_addr\[44\],11.66µm
u_write_arbiter.w_buf_data\[103\],11.66µm
u_write_arbiter.w_buf_data\[27\],11.66µm
u_write_arbiter.w_buf_data\[6\],11.66µm
u_write_arbiter.w_buf_data\[83\],11.66µm
net112,11.66µm
net1116,11.66µm
_1756_,11.64µm
_2823_,11.64µm
_1099_,11.62µm
_2118_,11.62µm
_3239_,11.62µm
u_write_arbiter.w_buf_data\[3\],11.58µm
m_axi_rdata[26],11.56µm
m_axi_rdata[8],11.56µm
s_axi_araddr[110],11.56µm
s_axi_araddr[18],11.56µm
s_axi_araddr[19],11.56µm
s_axi_araddr[22],11.56µm
s_axi_araddr[29],11.56µm
s_axi_araddr[30],11.56µm
s_axi_araddr[54],11.56µm
s_axi_araddr[61],11.56µm
s_axi_araddr[83],11.56µm
s_axi_arprot[10],11.56µm
u_write_arbiter.aw_buf_addr\[22\],11.54µm
u_write_arbiter.w_buf_data\[93\],11.54µm
u_write_arbiter.w_buf_strb\[1\],11.54µm
u_read_arbiter.u_read_qos.rr_ptr\[1\],11.5µm
s_axi_awaddr[102],11.48µm
s_axi_awaddr[118],11.48µm
s_axi_awaddr[123],11.48µm
_1508_,11.46µm
u_write_arbiter.aw_buf_addr\[4\],11.46µm
s_axi_awaddr[66],11.45µm
s_axi_awprot[10],11.45µm
_0944_,11.44µm
cfg_master0_burst_limit[0],11.44µm
cfg_master0_burst_limit[4],11.44µm
m_axi_rdata[10],11.44µm
m_axi_rdata[15],11.44µm
m_axi_rdata[16],11.44µm
m_axi_rdata[17],11.44µm
m_axi_rdata[18],11.44µm
m_axi_rdata[19],11.44µm
m_axi_rdata[20],11.44µm
m_axi_rdata[21],11.44µm
m_axi_rdata[22],11.44µm
m_axi_rdata[24],11.44µm
m_axi_rdata[25],11.44µm
m_axi_rdata[27],11.44µm
m_axi_rdata[28],11.44µm
m_axi_rdata[2],11.44µm
m_axi_rdata[30],11.44µm
m_axi_rdata[32],11.44µm
m_axi_rdata[34],11.44µm
m_axi_rdata[35],11.44µm
m_axi_rdata[3],11.44µm
m_axi_rdata[4],11.44µm
m_axi_rdata[57],11.44µm
m_axi_rdata[59],11.44µm
m_axi_rdata[5],11.44µm
m_axi_rdata[61],11.44µm
m_axi_rresp[0],11.44µm
m_axi_rresp[2],11.44µm
s_axi_araddr[103],11.44µm
s_axi_araddr[104],11.44µm
s_axi_araddr[16],11.44µm
s_axi_araddr[1],11.44µm
s_axi_araddr[32],11.44µm
s_axi_araddr[33],11.44µm
s_axi_araddr[34],11.44µm
s_axi_araddr[35],11.44µm
s_axi_araddr[36],11.44µm
s_axi_araddr[37],11.44µm
s_axi_araddr[38],11.44µm
s_axi_araddr[41],11.44µm
s_axi_araddr[45],11.44µm
s_axi_araddr[65],11.44µm
s_axi_araddr[67],11.44µm
s_axi_araddr[73],11.44µm
s_axi_araddr[77],11.44µm
s_axi_araddr[80],11.44µm
s_axi_araddr[82],11.44µm
s_axi_araddr[96],11.44µm
s_axi_araddr[99],11.44µm
s_axi_araddr[9],11.44µm
s_axi_awaddr[100],11.44µm
s_axi_wdata[108],11.44µm
s_axi_wdata[42],11.44µm
s_axi_wdata[45],11.44µm
s_axi_wdata[53],11.44µm
s_axi_wdata[5],11.44µm
s_axi_wdata[65],11.44µm
s_axi_wdata[67],11.44µm
s_axi_wdata[68],11.44µm
s_axi_wdata[72],11.44µm
s_axi_wdata[79],11.44µm
s_axi_wdata[82],11.44µm
s_axi_wdata[92],11.44µm
_2937_,11.42µm
_3107_,11.42µm
u_write_arbiter.u_write_qos.budget_3\[1\],11.42µm
u_write_arbiter.w_buf_valid\[3\],11.4µm
_1923_,11.38µm
u_write_arbiter.w_buf_data\[11\],11.38µm
net882,11.38µm
net1093,11.38µm
s_axi_araddr[78],11.37µm
_0744_,11.36µm
s_axi_awaddr[114],11.36µm
_2035_,11.32µm
u_write_arbiter.w_buf_data\[112\],11.32µm
u_write_arbiter.aw_buf_addr\[115\],11.3µm
u_write_arbiter.w_buf_data\[62\],11.3µm
_0505_,11.28µm
_2542_,11.28µm
_2826_,11.28µm
_2157_,11.26µm
_2673_,11.26µm
_2860_,11.26µm
m_axi_awaddr[16],11.26µm
_0056_,11.24µm
_1684_,11.24µm
_2277_,11.24µm
u_write_arbiter.w_buf_data\[19\],11.24µm
net221,11.24µm
_0281_,11.22µm
_0663_,11.22µm
_1786_,11.22µm
_1918_,11.22µm
m_axi_araddr[0],11.22µm
m_axi_araddr[4],11.22µm
m_axi_arprot[3],11.22µm
m_axi_arvalid[1],11.22µm
m_axi_awaddr[56],11.22µm
_1103_,11.2µm
_1227_,11.2µm
_1234_,11.2µm
_1402_,11.2µm
_1435_,11.2µm
_3208_,11.2µm
u_write_arbiter.w_buf_data\[23\],11.2µm
u_write_arbiter.w_buf_strb\[5\],11.2µm
_1549_,11.16µm
_1262_,11.14µm
net330,11.14µm
_2657_,11.12µm
_2845_,11.12µm
cfg_master0_burst_limit[3],11.1µm
cfg_master0_burst_limit[7],11.1µm
cfg_weight_m2[0],11.1µm
cfg_weight_m2[1],11.1µm
cfg_weight_m2[3],11.1µm
_0773_,11.08µm
_1242_,11.06µm
s_axi_wstrb[8],11.05µm
_1269_,11.04µm
_2415_,11.04µm
s_axi_awaddr[58],11.02µm
_0536_,10.98µm
cfg_master0_priority,10.98µm
s_axi_wdata[103],10.98µm
s_axi_wdata[52],10.98µm
s_axi_wdata[6],10.98µm
s_axi_wdata[96],10.98µm
net1222,10.98µm
_0986_,10.96µm
net377,10.96µm
_1176_,10.94µm
_3247_,10.94µm
u_write_arbiter.aw_buf_addr\[47\],10.92µm
_0388_,10.9µm
_0963_,10.9µm
_1398_,10.9µm
_3060_,10.9µm
s_axi_awaddr[120],10.9µm
s_axi_awaddr[43],10.9µm
u_write_arbiter.aw_buf_addr\[114\],10.9µm
net801,10.9µm
u_write_arbiter.w_buf_data\[48\],10.88µm
net199,10.88µm
_1732_,10.86µm
_1841_,10.86µm
_2946_,10.86µm
u_write_arbiter.aw_buf_addr\[87\],10.86µm
_1395_,10.8µm
_3058_,10.8µm
_3198_,10.8µm
m_axi_awaddr[51],10.8µm
net403,10.8µm
_0383_,10.78µm
_2765_,10.78µm
u_write_arbiter.u_write_qos.age_m1\[3\],10.78µm
net231,10.78µm
net1052,10.78µm
net1117,10.78µm
net1129,10.78µm
_2347_,10.76µm
m_axi_araddr[10],10.76µm
m_axi_araddr[13],10.76µm
m_axi_araddr[1],10.76µm
m_axi_araddr[2],10.76µm
m_axi_araddr[30],10.76µm
m_axi_araddr[35],10.76µm
m_axi_araddr[36],10.76µm
m_axi_araddr[37],10.76µm
m_axi_araddr[38],10.76µm
m_axi_araddr[39],10.76µm
m_axi_araddr[3],10.76µm
m_axi_araddr[41],10.76µm
m_axi_araddr[42],10.76µm
m_axi_araddr[62],10.76µm
m_axi_araddr[7],10.76µm
m_axi_araddr[9],10.76µm
m_axi_arprot[0],10.76µm
m_axi_arprot[1],10.76µm
m_axi_arprot[2],10.76µm
m_axi_arprot[4],10.76µm
m_axi_arprot[5],10.76µm
m_axi_arvalid[0],10.76µm
m_axi_awaddr[1],10.76µm
m_axi_awaddr[40],10.76µm
m_axi_awaddr[52],10.76µm
m_axi_awaddr[60],10.76µm
m_axi_awaddr[61],10.76µm
m_axi_awaddr[8],10.76µm
m_axi_rready[0],10.76µm
m_axi_rready[1],10.76µm
_0770_,10.74µm
_0861_,10.74µm
_0915_,10.74µm
_1273_,10.74µm
_2305_,10.74µm
_3209_,10.74µm
u_write_arbiter.w_buf_data\[84\],10.74µm
u_write_arbiter.w_buf_data\[98\],10.74µm
_1627_,10.725µm
_0750_,10.72µm
_1896_,10.72µm
_2532_,10.72µm
net94,10.7µm
_2592_,10.68µm
_0635_,10.66µm
_1264_,10.66µm
_1646_,10.66µm
net75,10.66µm
net636,10.66µm
net209,10.64µm
_1542_,10.62µm
_1753_,10.62µm
_2991_,10.62µm
net1027,10.62µm
net1234,10.62µm
_0664_,10.58µm
net1151,10.58µm
s_axi_araddr[94],10.57µm
s_axi_wvalid[0],10.57µm
_3023_,10.56µm
s_axi_awaddr[42],10.56µm
_0555_,10.54µm
_1278_,10.54µm
_1729_,10.54µm
_0724_,10.52µm
_0776_,10.5µm
_0982_,10.5µm
u_write_arbiter.w_buf_data\[87\],10.48µm
_0262_,10.46µm
_1009_,10.46µm
_1249_,10.46µm
_2368_,10.46µm
_2902_,10.46µm
_3243_,10.46µm
s_axi_awaddr[16],10.44µm
s_axi_awaddr[38],10.44µm
s_axi_awaddr[56],10.44µm
net139,10.44µm
net1001,10.44µm
_0934_,10.42µm
_1572_,10.42µm
net980,10.42µm
_0065_,10.4µm
_0757_,10.4µm
u_write_arbiter.aw_buf_addr\[113\],10.38µm
u_write_arbiter.w_buf_data\[111\],10.38µm
_0884_,10.36µm
_1676_,10.36µm
m_axi_awaddr[28],10.34µm
net165,10.34µm
m_axi_awprot[2],10.33µm
_0247_,10.32µm
_1054_,10.32µm
_1270_,10.32µm
_1281_,10.32µm
_2199_,10.32µm
_3199_,10.32µm
net267,10.32µm
net962,10.32µm
m_axi_awaddr[11],10.3µm
_0067_,10.28µm
_1754_,10.28µm
_2405_,10.28µm
u_write_arbiter.aw_buf_prot\[2\],10.28µm
u_write_arbiter.w_buf_data\[75\],10.28µm
net1030,10.28µm
_0873_,10.26µm
_1590_,10.26µm
_1574_,10.24µm
_1690_,10.24µm
_2996_,10.24µm
u_write_arbiter.aw_buf_addr\[67\],10.24µm
u_write_arbiter.u_write_qos.m0_burst_count\[2\],10.24µm
net975,10.24µm
net1057,10.24µm
_2690_,10.22µm
_2958_,10.2µm
s_axi_rdata[108],10.19µm
_1633_,10.18µm
u_write_arbiter.w_buf_data\[63\],10.18µm
u_write_arbiter.w_buf_data\[81\],10.18µm
_0980_,10.16µm
_1561_,10.12µm
s_axi_araddr[126],10.11µm
_0605_,10.1µm
_1668_,10.1µm
_3154_,10.1µm
s_axi_awaddr[41],10.1µm
s_axi_awaddr[6],10.1µm
_0874_,10.04µm
_0878_,10.04µm
_1371_,10.04µm
_1781_,10.04µm
_0676_,10.02µm
_0250_,10µm
_2155_,9.98µm
_2172_,9.98µm
s_axi_awaddr[111],9.98µm
s_axi_awaddr[17],9.98µm
net852,9.98µm
net915,9.98µm
_0761_,9.96µm
_1068_,9.96µm
u_write_arbiter.w_buf_data\[58\],9.95µm
_3220_,9.94µm
_3108_,9.92µm
u_write_arbiter.w_buf_data\[28\],9.9µm
net811,9.9µm
_0920_,9.88µm
m_axi_awaddr[23],9.88µm
m_axi_awaddr[49],9.88µm
net937,9.88µm
_0581_,9.86µm
_1411_,9.86µm
_1768_,9.86µm
net133,9.86µm
_0836_,9.82µm
_2980_,9.82µm
u_write_arbiter.aw_buf_prot\[11\],9.82µm
u_write_arbiter.w_buf_data\[117\],9.82µm
u_write_arbiter.w_buf_data\[60\],9.82µm
u_write_arbiter.u_write_qos.rr_ptr\[0\],9.81µm
u_read_arbiter.u_read_qos.rr_ptr\[0\],9.79µm
_0864_,9.78µm
_0885_,9.78µm
_2145_,9.78µm
_2993_,9.78µm
net323,9.76µm
_2187_,9.74µm
net954,9.74µm
net1059,9.74µm
_0543_,9.72µm
_1441_,9.72µm
_3166_,9.72µm
u_write_arbiter.w_buf_strb\[15\],9.72µm
_2524_,9.7µm
net1101,9.7µm
net1112,9.7µm
_1736_,9.68µm
u_write_arbiter.aw_buf_addr\[77\],9.68µm
net287,9.68µm
s_axi_awready[3],9.67µm
s_axi_arprot[3],9.65µm
_2553_,9.64µm
s_axi_awaddr[31],9.64µm
s_axi_awaddr[40],9.64µm
s_axi_awaddr[73],9.64µm
s_axi_wdata[127],9.64µm
s_axi_wdata[1],9.64µm
s_axi_wdata[29],9.64µm
s_axi_wdata[34],9.64µm
s_axi_wdata[43],9.64µm
s_axi_wdata[59],9.64µm
_0611_,9.62µm
_0739_,9.62µm
_1782_,9.62µm
_0004_,9.6µm
_0174_,9.6µm
_0674_,9.6µm
_0681_,9.6µm
_0718_,9.6µm
_2671_,9.58µm
u_write_arbiter.w_buf_data\[25\],9.56µm
net867,9.54µm
net970,9.54µm
net1179,9.54µm
_0040_,9.52µm
_0766_,9.52µm
s_axi_awaddr[30],9.52µm
s_axi_awaddr[4],9.52µm
net157,9.52µm
_0731_,9.5µm
_0921_,9.5µm
_1849_,9.5µm
_2982_,9.5µm
_0427_,9.48µm
_1616_,9.48µm
_0582_,9.46µm
_0992_,9.46µm
_1735_,9.46µm
_0722_,9.44µm
_0732_,9.44µm
_2403_,9.44µm
_0619_,9.42µm
_1092_,9.42µm
_2201_,9.42µm
u_read_arbiter.u_read_qos.budget_3\[2\],9.42µm
net191,9.42µm
net513,9.42µm
net1090,9.42µm
_0715_,9.4µm
_1365_,9.4µm
_1653_,9.4µm
u_write_arbiter.w_buf_data\[41\],9.4µm
net45,9.4µm
net92,9.4µm
net822,9.4µm
net865,9.4µm
_0867_,9.38µm
_0654_,9.36µm
_2345_,9.36µm
_3007_,9.36µm
_3055_,9.36µm
u_write_arbiter.aw_buf_addr\[33\],9.36µm
u_write_arbiter.w_buf_strb\[13\],9.36µm
net545,9.36µm
net794,9.36µm
net853,9.36µm
_2668_,9.34µm
_1692_,9.32µm
_2135_,9.32µm
_2600_,9.32µm
_2809_,9.32µm
_2936_,9.32µm
u_write_arbiter.aw_buf_addr\[72\],9.32µm
net701,9.32µm
_1139_,9.3µm
_1672_,9.3µm
_2288_,9.28µm
u_write_arbiter.w_buf_data\[36\],9.28µm
u_write_arbiter.w_buf_data\[78\],9.28µm
net612,9.28µm
_2292_,9.26µm
_0796_,9.24µm
u_write_arbiter.aw_buf_addr\[103\],9.24µm
u_write_arbiter.aw_buf_addr\[36\],9.24µm
u_write_arbiter.w_buf_strb\[8\],9.24µm
_1306_,9.22µm
net451,9.22µm
_0052_,9.2µm
_1766_,9.2µm
_2944_,9.2µm
_2950_,9.2µm
_3066_,9.2µm
_0248_,9.18µm
s_axi_awaddr[125],9.18µm
s_axi_awaddr[127],9.18µm
s_axi_awaddr[13],9.18µm
s_axi_awaddr[18],9.18µm
s_axi_awaddr[24],9.18µm
s_axi_awaddr[49],9.18µm
s_axi_awaddr[53],9.18µm
s_axi_awaddr[60],9.18µm
s_axi_awaddr[63],9.18µm
s_axi_awaddr[71],9.18µm
s_axi_awaddr[95],9.18µm
s_axi_wdata[121],9.18µm
s_axi_wdata[123],9.18µm
s_axi_wdata[27],9.18µm
s_axi_wdata[30],9.18µm
s_axi_wdata[32],9.18µm
s_axi_wdata[36],9.18µm
s_axi_wdata[50],9.18µm
s_axi_wdata[62],9.18µm
_0709_,9.16µm
_0928_,9.16µm
_1148_,9.16µm
_1329_,9.16µm
_1657_,9.16µm
_0880_,9.15µm
_2290_,9.14µm
net359,9.14µm
net1171,9.14µm
_0754_,9.12µm
_1246_,9.08µm
_2294_,9.08µm
net973,9.08µm
_1386_,9.06µm
_1857_,9.06µm
_2264_,9.06µm
_2556_,9.06µm
_3202_,9.06µm
_0660_,9.04µm
_1335_,9.04µm
_2840_,9.04µm
u_write_arbiter.aw_buf_addr\[8\],9.04µm
_0045_,9.02µm
_0988_,9.02µm
_1796_,9.02µm
_1846_,9.02µm
_1888_,9.02µm
_2404_,9.02µm
u_read_arbiter.u_read_qos.age_m2\[5\],9.02µm
net220,9.02µm
_0657_,9µm
_1381_,9µm
u_write_arbiter.aw_buf_prot\[0\],9µm
m_axi_awaddr[2],8.99µm
_1913_,8.98µm
_2195_,8.98µm
net131,8.98µm
net694,8.98µm
_0639_,8.96µm
_2852_,8.96µm
_0782_,8.94µm
_1670_,8.94µm
_2468_,8.94µm
net984,8.94µm
_0774_,8.92µm
_1659_,8.92µm
u_write_arbiter.aw_buf_addr\[73\],8.92µm
u_write_arbiter.u_write_qos.age_m3\[3\],8.92µm
_0655_,8.9µm
_0760_,8.9µm
_2638_,8.9µm
_2773_,8.9µm
_3034_,8.9µm
u_write_arbiter.aw_buf_addr\[9\],8.9µm
net97,8.9µm
net173,8.9µm
net849,8.9µm
_3131_,8.88µm
_1129_,8.86µm
_1579_,8.86µm
_2107_,8.86µm
_2891_,8.86µm
net953,8.86µm
net969,8.86µm
net985,8.86µm
net1260,8.86µm
_1327_,8.84µm
_1764_,8.82µm
_2440_,8.82µm
_1257_,8.8µm
_3229_,8.8µm
net309,8.8µm
_0607_,8.78µm
_2588_,8.78µm
u_write_arbiter.aw_buf_addr\[80\],8.78µm
u_write_arbiter.w_buf_data\[37\],8.78µm
u_write_arbiter.w_buf_data\[91\],8.78µm
clknet_leaf_66_aclk,8.78µm
_1798_,8.76µm
_2523_,8.76µm
net443,8.76µm
net351,8.74µm
s_axi_araddr[107],8.73µm
s_axi_arvalid[1],8.73µm
s_axi_awaddr[69],8.73µm
s_axi_awprot[4],8.73µm
_0118_,8.72µm
s_axi_awaddr[59],8.72µm
s_axi_awaddr[81],8.72µm
s_axi_awaddr[8],8.72µm
s_axi_wdata[0],8.72µm
s_axi_wdata[100],8.72µm
s_axi_wdata[107],8.72µm
_0569_,8.7µm
_1681_,8.7µm
_1795_,8.7µm
_2208_,8.7µm
_2367_,8.7µm
u_read_arbiter.u_read_qos.age_m3\[5\],8.7µm
u_write_arbiter.aw_buf_addr\[74\],8.7µm
m_axi_araddr[12],8.69µm
_0021_,8.68µm
_0507_,8.66µm
_0869_,8.66µm
_0467_,8.64µm
m_axi_awaddr[5],8.63µm
_0484_,8.62µm
_2399_,8.62µm
net372,8.62µm
_0806_,8.6µm
_0811_,8.6µm
_0904_,8.6µm
_0991_,8.6µm
_2512_,8.6µm
_3111_,8.6µm
_0478_,8.58µm
_2641_,8.58µm
u_write_arbiter.aw_buf_addr\[0\],8.58µm
_0508_,8.56µm
_0783_,8.56µm
_0918_,8.56µm
_0999_,8.56µm
_1005_,8.56µm
_1298_,8.56µm
_2256_,8.56µm
_2299_,8.56µm
_2355_,8.56µm
_2780_,8.56µm
net957,8.56µm
_1340_,8.54µm
_2583_,8.54µm
_1274_,8.52µm
_1776_,8.52µm
_1972_,8.52µm
_1409_,8.5µm
_2564_,8.5µm
m_axi_awaddr[12],8.5µm
m_axi_awaddr[45],8.5µm
net963,8.5µm
net978,8.5µm
_0805_,8.48µm
_1358_,8.48µm
_1760_,8.48µm
_2000_,8.48µm
_3140_,8.48µm
net86,8.48µm
net128,8.48µm
net550,8.48µm
net855,8.48µm
_0913_,8.46µm
_0919_,8.46µm
_0922_,8.46µm
_1044_,8.46µm
_1734_,8.46µm
_3112_,8.46µm
_0252_,8.44µm
_0554_,8.44µm
_0703_,8.44µm
_1140_,8.44µm
_1620_,8.44µm
_1677_,8.44µm
_2397_,8.44µm
_2416_,8.44µm
_2493_,8.44µm
_2686_,8.44µm
_2920_,8.44µm
u_write_arbiter.w_buf_data\[73\],8.44µm
net938,8.44µm
_0899_,8.42µm
_0976_,8.42µm
_1617_,8.42µm
m_axi_awaddr[3],8.41µm
_2795_,8.4µm
net1037,8.4µm
net1053,8.4µm
s_axi_awaddr[33],8.38µm
u_write_arbiter.aw_buf_addr\[32\],8.38µm
net370,8.38µm
_0106_,8.36µm
_1011_,8.36µm
_1055_,8.36µm
_1158_,8.36µm
_2463_,8.36µm
_2653_,8.36µm
u_write_arbiter.aw_buf_prot\[5\],8.36µm
u_write_arbiter.w_buf_strb\[4\],8.36µm
_0634_,8.34µm
_1200_,8.34µm
u_write_arbiter.w_buf_data\[71\],8.34µm
_1958_,8.32µm
u_write_arbiter.w_buf_data\[52\],8.32µm
net315,8.32µm
net1020,8.32µm
_0470_,8.305µm
_2032_,8.3µm
m_axi_araddr[19],8.29µm
s_axi_araddr[47],8.29µm
_0062_,8.28µm
_0130_,8.28µm
_2844_,8.28µm
s_axi_wdata[26],8.26µm
s_axi_wdata[58],8.26µm
s_axi_wdata[60],8.26µm
_1654_,8.24µm
u_write_arbiter.w_buf_strb\[14\],8.24µm
_0220_,8.22µm
_1083_,8.22µm
_3168_,8.22µm
u_write_arbiter.w_buf_data\[8\],8.22µm
net479,8.22µm
_1120_,8.2µm
net997,8.2µm
